FACILITYADDRESS,FacilityAdaAccess,FacilityDescription,FacilityDirections,FacilityEmail,FacilityID,FacilityLatitude,FacilityLongitude,FacilityMapURL,FacilityName,FacilityPhone,FacilityReservationURL,FacilityTypeDescription,FacilityUseFeeDescription,GEOJSON,Keywords,LastUpdatedDate,LegacyFacilityID,OrgFacilityID,ParentOrgID,ParentRecAreaID,Reservable,StayLimit,AddressCountryCode,AddressStateCode,City,FacilityAddressID,FacilityStreetAddress1,FacilityStreetAddress2,FacilityStreetAddress3,PostalCode
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20245863', 'FacilityAddressType': 'Default', 'FacilityID': '247012', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20245864', 'FacilityAddressType': 'Default', 'FacilityID': '247012', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,<p>This campground is located off Logan Canyon Scenic Byway.</p><p> </p>,,,247012,41.773639,-111.654881,,Wood Camp Campground,,,Campground,,"{'COORDINATES': [-111.654881, 41.773639], 'TYPE': 'Point'}",,2020-09-10,,9835,131,1035,False,,USA,WY,,20245863,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20245863', 'FacilityAddressType': 'Default', 'FacilityID': '247012', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20245864', 'FacilityAddressType': 'Default', 'FacilityID': '247012', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,<p>This campground is located off Logan Canyon Scenic Byway.</p><p> </p>,,,247012,41.773639,-111.654881,,Wood Camp Campground,,,Campground,,"{'COORDINATES': [-111.654881, 41.773639], 'TYPE': 'Point'}",,2020-09-10,,9835,131,1035,False,,USA,UT,,20245864,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': 'DUCK CREEK', 'FacilityAddressID': '20438632', 'FacilityAddressType': 'Default', 'FacilityID': '233288', 'FacilityStreetAddress1': 'AUD & DI CAMPGROUNDS HC82 BOX 1158', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2024-11-26', 'PostalCode': '84762'}]",N,"<h2>Overview</h2>
North Fork Campground is located in scenic St. Charles Canyon in southern Idaho, near Bear Lake. Visitors enjoy hiking, biking, horseback riding and motorcycling on local trails, and fishing in St. Charles Creek.<h2>Recreation</h2>
North Fork Trail, which has a trailhead within the campground, is open to motorcycles, horses, hikers and mountain bikers and connects with the Highline Trail, a 55-mile path along the backbone of the surrounding Wasatch Mountains. <br/>
<br/>
The Idaho Department of Fish and Game manages the river fisheries, providing excellent fishing most of the year, including in St. Charles Creek. In-season big game hunting is also a popular activity.
<h2>Facilities</h2>
North Fork Trail, which has a trailhead within the campground, is open to motorcycles, horses, hikers and mountain bikers and connects with the Highline Trail, a 55-mile path along the backbone of the surrounding Wasatch Mountains. <br/>
<br/>
The Idaho Department of Fish and Game manages the river fisheries, providing excellent fishing most of the year, including in St. Charles Creek. In-season big game hunting is also a popular activity.
<h2>Natural Features</h2>
A dense, mixed growth conifer forest covers the campground. St. Charles Creek flows gently through the site.
<h2>Nearby Attractions</h2>
Minnetonka Cave is a short distance from the campground. Scenic Canyons offers guided, 90-minute tours through the nine-room cave with formations called the Bride and Groom, Three Sisters and Devil's Kingdom. The cave temperature is 40 degrees and the path through it includes 444 steps. Tickets must be purchased at the cave entrance.<br/>
<br/>
Bear Lake's North Beach is 12 miles from the campground, offering swimming and fishing opportunities on one of the Inter-mountain West's largest natural lakes. 
<br/><br/>
Bear Lake State Park Marina is 20 miles from the campground, with a seven-lane boat ramp, boat rentals, slips, a snack bar and general store.","From Garden City, Utah, take Highway 89 north to St. Charles, Idaho. Drive west from St. Charles along Forest Road 412 for 8.1 miles, then turn right and follow the dirt road a short distance to the campground. ",bryce@sceniccanyons.com,233288,42.0961111,-111.5330556,,NORTH FORK CAMPGROUND - St. CHARLES CANYON,541-351-1182,,Campground,,"{'COORDINATES': [-111.5330556, 42.0961111], 'TYPE': 'Point'}",None,2024-11-26,72297,AN372297,131,1024,True,,USA,UT,DUCK CREEK,20438632,AUD & DI CAMPGROUNDS HC82 BOX 1158,,,84762
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': 'EPHRAIM', 'FacilityAddressID': '20437772', 'FacilityAddressType': 'Default', 'FacilityID': '232416', 'FacilityStreetAddress1': '540 NORTH MAIN STREET', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2024-11-26', 'PostalCode': '84627'}]",N,"<h2>Overview</h2>
Gooseberry Group Campground is located on an aspen-covered hillside above Gooseberry Reservoir, at an elevation of 8,500 feet. Visitors enjoy fishing and canoeing on the small reservoir and exploring area trails.<h2>Recreation</h2>
Gooseberry Reservoir, which is visible from several sites, offers good cutthroat and rainbow trout fishing, as well as canoeing. The Great Western Trail runs near the campground, offering excellent opportunities for hiking, biking and off-road vehicle riding.<h2>Facilities</h2>
Gooseberry Reservoir, which is visible from several sites, offers good cutthroat and rainbow trout fishing, as well as canoeing. The Great Western Trail runs near the campground, offering excellent opportunities for hiking, biking and off-road vehicle riding.<h2>Natural Features</h2>
The campground lies within a grove of aspens that is dotted with mature fir trees, in a valley high on the Wasatch Plateau. Some campsites are sunny with little tree cover, while some have ample shade. Sagebrush, grasses and summer wildflowers fill the scenic valley.
<h2>Nearby Attractions</h2>

","From Fairview, Utah, travel north about a mile on Highway 89, to the junction with Highway 31. Travel east on Highway 31 for about nine miles, to the junction with Forest Development Road 124. Go north on Forest Development Road 124 for one mile to the campground.",,232416,39.6875,-111.2969444,,Gooseberry Creek Campground,(435)283-4151,,Campground,,"{'COORDINATES': [-111.2969444, 39.6875], 'TYPE': 'Point'}","GOOS,MANTI-LASAL NF -FS",2024-11-26,70825,AN370825,131,1033,True,,USA,UT,EPHRAIM,20437772,540 NORTH MAIN STREET,,,84627
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': 'VERNAL', 'FacilityAddressID': '20439675', 'FacilityAddressType': 'Default', 'FacilityID': '234316', 'FacilityStreetAddress1': '355 N Vernal Ave', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2024-11-26', 'PostalCode': '84078'}]",N,"<h2>Overview</h2>
<p>Colton Guard Station is located in the Colton Hollow area, approximately 5 miles west of U.S. Highway 191. It is near Vernal, Utah, in the Ashley National Forest. The Civilian Conservation Corps built the complex in 1933 as part of Franklin D. Roosevelt's New Deal instituted during the Great Depression. It was a residence for rangers who patrolled the forest on horseback prior to the age of modern vehicles. <br><br><br><br>The Ashley National Forest Vernal Ranger District has chosen to rent this guard station to the public so that guests can enjoy a RUSTIC experience similar to that of the first rangers. Colton Guard Station is open for reservations all months of the year, except November, April and May.<br><br><br><br><strong>The cabin can be accessed by vehicle throughout warmer months and during the winter, access is by snowmobile, cross-country ski or snowshoe travel. Guests are responsible for their own travel arrangements and safety, and must bring several of their own amenities. </strong></p>
<p><strong>Call the District Office at (435) 789-1181 three business days prior to a reserved visit to confirm door lock combination. District Office is closed Saturday and Sunday. Lock combination is REQUIRED to enter guard station.</strong></p>
<h2>Recreation</h2>
In summer months, numerous hiking, biking, horseback riding and off-road vehicle trails crisscross the area. In winter months, endless snowmobiling, cross-country skiing and snowshoeing opportunities are right out the front door.<h2>Facilities</h2>
In summer months, numerous hiking, biking, horseback riding and off-road vehicle trails crisscross the area. In winter months, endless snowmobiling, cross-country skiing and snowshoeing opportunities are right out the front door.<h2>Natural Features</h2>
The complex sits in Colton Hollow, at an elevation of 8,500 feet. Aspens and pines surround the site, offering nice shade. Wildlife and summer wildflowers are abundant in the area.
<h2>Nearby Attractions</h2>
<p>Flaming Gorge National Recreation Area is known not only for its beautiful red cliffs, but also for its world-class fishing for lake, brown and rainbow trout. Boating, water skiing, jet skiing, canoeing, kayaking, swimming and scuba diving are popular activities on the reservoir, which can be accessed within 30 miles.</p>
<p>The Ashley-Karst National Geologic Recreation Area offers dramatic canyons, densely forested backcountry areas, and vast networks of caves.</p>
","Follow the mileage indications below and look for signs when traveling to Colton Guard Station. Leave with plenty of time to arrive at the guard station before dark.
<br/><br/>
From Vernal, travel north on U.S. Highway 191/Vernal Avenue for approximately 20 miles. Turn left (west) on Forest Road 020. A paved parking lot with a restroom is located at the intersection. Continue northwest on the paved Forest Road 020 for approximately two miles. Turn left (southwest) at Forest Road 019 and continue for less than a mile, reaching an intersection (Forest roads 028 and 019). Turn left, continuing south on Forest Road 019. Continue approximately 1.75 miles, where the road turns sharply to the right (west). Follow the hairpin turn down into a ravine to Colton Guard Station.",,234316,40.6672222,-109.5186111,,COLTON GUARD STATION,4357891811,,Campground,,"{'COORDINATES': [-109.5186111, 40.6672222], 'TYPE': 'Point'}","COLT,COLTON RANGER STATION,COLTON CABIN,COLTON HOLLOW,ASHLEY NF - FS",2024-11-26,75177,AN375177,131,1030,True,,USA,UT,VERNAL,20439675,355 N Vernal Ave,,,84078
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': 'St. George', 'FacilityAddressID': '18107204', 'FacilityAddressType': 'Default', 'FacilityID': '257233', 'FacilityStreetAddress1': '353 East Riverside Drive', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': '84790'}]",,"Recommended Users: Mountain Bikers, Hikers. Singletrack trail. 1.3 miles in length. Difficulty: More Difficult. The Practice Trail starts and ends on the White Trail and makes a nice 2.35 mile loop ride from the White Trailhead for beginning slick rock riders.  Ride the Practice Trail for the sheer fun of it or to test your bike handling skills.  Since Gooseberry offers a variety of technical riding, it is best to use this trail to gauge your riding ability and fitness if you are new to the experience.","White Trailhead – From City of St. George travel north on Interstate 15.  Take exit 16 to Hurricane City.  Turn right on Main Street.  Take the first left onto State Route 59.  Turn left on Smithsonian Butte National Backcountry Byway.  At 2.8 miles from the SR 59, turn left and travel northwest 3.3 miles until reaching the Gooseberry Trailhead.  Turn left at the Gooseberry Trailhead and travel west for 1.3 miles to reach the White Trailhead.",utsgmail@blm.gov,257233,37.14127101,-113.1848993,,Practice Trail,435-688-3200,,Facility,,"{'COORDINATES': [-113.1848993, 37.14127101], 'TYPE': 'Point'}",,2020-09-10,,,126,16402,False,,USA,UT,St. George,18107204,353 East Riverside Drive,,,84790
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': 'MOAB', 'FacilityAddressID': '20439404', 'FacilityAddressType': 'Default', 'FacilityID': '234059', 'FacilityStreetAddress1': '2282 S. WEST RESOURCE BLVD', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2024-11-26', 'PostalCode': '84532-0907'}]",N,"<h2>Overview</h2>
<p>Devils Garden Campground is located deep within the heart of beautiful Arches National Park in Southeastern Utah, at an elevation of approximately 5200 ft.. The campground is situated among natural sandstone arches and fins and is only 18 miles north of the park's entrance and 23 miles from Moab, Utah. </p>
<h2>Recreation</h2>
Hiking trails are abundant in Arches, including the Broken Arch Trail, a scenic loop with a trailhead conveniently located within the campground. Trails are varied and offer something for everyone, from the easy 0.3-mile loop around Balanced Rock to the steep and strenuous 3-mile round-trip trail to Delicate Arch. Other recreational activities in the park include guided hiking tours of the Fiery Furnace, an off-road vehicle route, road biking and picnicking. <h2>Facilities</h2>
Hiking trails are abundant in Arches, including the Broken Arch Trail, a scenic loop with a trailhead conveniently located within the campground. Trails are varied and offer something for everyone, from the easy 0.3-mile loop around Balanced Rock to the steep and strenuous 3-mile round-trip trail to Delicate Arch. Other recreational activities in the park include guided hiking tours of the Fiery Furnace, an off-road vehicle route, road biking and picnicking. <h2>Natural Features</h2>
The campground is forested with mixed stands of Utah juniper and pinyon pine. Flowering prickly pear cacti, yucca and other desert wildflowers dot the landscape, offering vivid color to the surrounding red rock desert. <br/>
<br/>
Arches National Park has the highest concentration of natural arches in the world. Over 2,500 of these unusual rock formations can be found here. Towering spires, fins and balanced rocks complement the arches, creating a remarkable assortment of landforms in a relatively small area. The park is within an arid, high desert environment with hot summers and cold winters. 
<h2>Nearby Attractions</h2>
Southeastern Utah offers breathtaking scenery, hiking, road and mountain biking opportunities, rafting and scenic driving routes. Canyonlands National Park and Dead Horse Point State Park are within a 45-minute drive of Arches' entrance. Moab offers numerous restaurants, shops and museums. The desert around Moab is a mountain biker's dream, with hundreds of miles of slickrock and single-track trails for all riding abilities.","From I-70, take Exit 182. Travel south for 26 miles to the park entrance. Take the park road 18 miles to Devils Garden. <br/>
<br/>
From Moab, take Highway 191 north for 4.5 miles to the park entrance. Take the park road 18 miles to Devils Garden. ",,234059,38.7769444,-109.5891667,,DEVILS GARDEN CAMPGROUND,435-719-2299,,Campground,"<p>November 1 - February 28, all campsites are first-come, first-served only. Pay via <a href=""https://recreationonestopprod.servicenowservices.com/external?id=kb_article&sys_id=53b5c4e91b206410201beb9ce54bcbce&table="" rel=""nofollow"">Scan & Pay</a>  or self-registration envelope. <br></p>
<p>Download the free <a href=""https://www.recreation.gov/mobile-app"" rel=""nofollow"">Recreation.gov mobile app</a>  on Android or iOS prior to arrival due to limited cell service. <br><br>Use the<a href=""https://www.recreation.gov/mobile-app"" rel=""nofollow""> Recreation.gov mobile app</a>  to pay the nightly camping fee when you arrive at the campground. </p>
","{'COORDINATES': [-109.5891667, 38.7769444], 'TYPE': 'Point'}","DEGA,ARCHES NATIONAL PARK,JUNIPER BASIN,ARCHES",2024-11-26,74066,AN374066,128,2573,True,,USA,UT,MOAB,20439404,2282 S. WEST RESOURCE BLVD,,,84532-0907
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': 'St. George', 'FacilityAddressID': '18107077', 'FacilityAddressType': 'Default', 'FacilityID': '257099', 'FacilityStreetAddress1': '348 East Riverside Drive', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': '84790'}]",,"<h3>Trail Description</h3>

<ul>
	<li>Trail Distance: 5.74 miles (one way) </li>
	<li>Approximate Elevation Gain/Loss: 600 feet</li>
</ul>

<h3>From the Red Reef Trailhead</h3>

<ul>
	<li>The Red Reef Trail follows the Quail Creek drainage as it enters the <a href=""https://www.blm.gov/visit/cottonwood-canyon-wilderness"" rel=""nofollow"">Cottonwood Canyon Wilderness</a> and then passes into the Cottonwood Forest Wilderness of the Dixie National Forest. Ten of thousands of visitors hike this first 0.6-mile section of trail each spring when snowmelt from the Pine Valley Mountains creates short cascades of water that pools in slickrock bowls of the beautiful red Navajo Sandstone.</li>
	<li>To continue beyond this popular destination, hikers must use a series of small toe holds carved into the sandstone to ascend this first obstacle. After 0.4 miles the route will leave the Quail Creek drainage and enter a side canyon on the left. </li>
</ul>

<h3>From the Cottonwood Trailhead</h3>

<ul>
	<li>Hikers will begin on the Cottonwood Canyon trail (0.3 miles) from there the trail will fan out into five different trails. The Red Reef trail is sandwiched between the Cottonwood Canyons and Prospector trails. Be sure to follow early trail markers to make sure you are on the correct route. The Red Reef Trail will then enter the Cottonwood Canyon Wilderness and follow along a tributary of Cottonwood Creek. </li>
</ul>

<h3>Point to point</h3>

<ul>
	<li>The full route (5.74 miles) includes difficult sections with steep and rugged terrain where hikers will need to use their hands to navigate steep chimneys and various obstacles. Technical climbing gear is not required, but some hikers may use ropes for additional safety. Be prepared for class 2 to class 3 hiking. A good pair of hiking shoes with traction is highly recommended. Within designated Wilderness areas, the route is not signed and may require route finding. </li>
</ul>

<h3>Parking</h3>

<ul>
	<li>Day-use parking in the <a href=""https://www.blm.gov/visit/red-cliffs-recreation-area"" rel=""nofollow"">Red Cliffs Recreation Area</a> is extremely limited and will fill to maximum capacity on weekends, holidays, and most days during the spring and fall months.</li>
	<li>To avoid being turned away, be sure to arrive early in the morning to find a designated parking space. Parking on vegetation or along the road is prohibited.</li>
	<li>Please be respectful of other visitors by not parking in, or walking through, reserved campsites. If all designated day-use parking is full, visitors may use the White Reef Trailhead as an overflow lot. </li>
</ul>

<h3>Restrooms</h3>

<ul>
	<li>Vault toilets are located near campsite seven in the Red Cliffs Campground, and at the Cottonwood and White Reef trailheads.  </li>
</ul>

<h3>Pets</h3>

<ul>
	<li>Pets are permitted but must be kept on a leash outside of the Wilderness boundaries. Pet waste disposal bags are provided at each of the trailheads. Be responsible and carry waste bags with you until they can be deposited into a trash receptacle. Never leave them on the side of the trail.</li>
</ul>

<h3>Safety</h3>

<ul>
	<li>Quail Creek has a high potential for flash flooding. Flash floods are a sudden increase in the depth and speed of water in rivers or streams due to heavy rain from thunderstorms. Always check the <a href=""https://forecast.weather.gov/MapClick.php?lon=-113.40590346626415&lat=37.22413124166941#.Yp-K-HXMI2w"" rel=""nofollow"">weather forecast</a> and flash flood potential before entering a narrow canyon.</li>
	<li>Leave an itinerary with someone and check in when you are done.</li>
	<li>The depth of the water in pools can vary, especially after flood events. Never jump into a pool without first verifying depth. Severe ankle and knee injuries have occurred.</li>
	<li>The desert is an extreme environment. Carry enough water, one gallon per person per day, and drink it.</li>
	<li>Cell phone reception is extremely limited. </li>
</ul>

<h3>Leave No Trace</h3>

<ul>
	<li>Keep food away from all wildlife, and never approach or touch a wild animal.</li>
	<li>Protect the canyon walls, rocks, and trees from graffiti and vandalism.</li>
	<li>Stay on established trails to protect vegetation and fragile biological soils.</li>
	<li>Protect the natural sounds of the canyon by talking softly and using headphones for music.</li>
	<li>Drones are not permitted within the National Conservation Area or within any designated Wilderness areas. </li>
</ul>
","<h3>Vehicle Access Restrictions</h3>

<p>To enter the <a href=""https://www.blm.gov/visit/red-cliffs-recreation-area"" rel=""nofollow"">Red Cliffs Recreation Area</a>, vehicle and trailer height and width are restricted to 11 feet 9 inches to pass through two narrow underpasses beneath the I-15 freeway. Plan your travel according. </p>

<h3>Red Reef Trailhead - Northbound from Saint George</h3>

<p>From I-15 northbound, take exit 22 for UT-228 north toward Leeds, then turn right onto Old Highway 91. Continue for 2 miles, then turn right onto west Red Cliffs Campground Road. Follow the campground road 1.5 miles to access day-use parking along the campground loop. The Red Reef Trailhead is located between campsites two and three. </p>

<h3>Red Reef Trailhead - Southbound from Cedar City</h3>

<p>From I-15 southbound, take exit 23 toward UT-228/Leeds, then turn left onto Silver Reef Road. Continue for 480 feet, then turn right onto Main Street. After 1.5 miles, continue southbound on Old Highway 91 for 2 miles. Turn right onto west Red Cliffs Campground Road. Follow the campground road 1.5 miles to access day-use parking along the campground loop. The Red Reef Trailhead is located between campsites two and three.</p>
",utsgmail@blm.gov,257099,37.18928435,-113.4262273,,Red Reef Trail,435-688-3200,,Facility,"<h3>Day Use Fees</h3>

<ul>
	<li>$5 per vehicle. Cash or check only.</li>
	<li>The <a href=""https://store.usgs.gov/recreational-passes"" rel=""nofollow"">America the Beautiful - National Parks and Federal Recreation Lands Passes</a> are accepted here and allow free day-use. </li>
</ul>
","{'COORDINATES': [-113.4262273, 37.18928435], 'TYPE': 'Point'}",,2022-06-14,,,126,16201,False,,USA,UT,St. George,18107077,348 East Riverside Drive,,,84790
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20246131', 'FacilityAddressType': 'Default', 'FacilityID': '247168', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20246132', 'FacilityAddressType': 'Default', 'FacilityID': '247168', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>The majestic Mt. Timpanogos towers over the Pleasant Grove Ranger District and beckons hikers from all over the State to its summit. In fact, the District is a popular destination due to its diversity of year-round recreation. The American Fork Canyon-Alpine Loop Recreation area is a particular favorite, offering fishing, family camping, arduous cycling, snowmobiling, ATVing, and rock-climbing. The District is also home to a herd of Rocky Mountain Sheep and maintaining a healthy ecosystem for this species and many others is a priority.</p>",,,247168,0.0,0.0,,Pleasant Grove Ranger District,,,Facility,,"{'COORDINATES': None, 'TYPE': ''}",,2020-09-10,,8988,131,1035,False,,USA,WY,,20246131,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20246131', 'FacilityAddressType': 'Default', 'FacilityID': '247168', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20246132', 'FacilityAddressType': 'Default', 'FacilityID': '247168', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>The majestic Mt. Timpanogos towers over the Pleasant Grove Ranger District and beckons hikers from all over the State to its summit. In fact, the District is a popular destination due to its diversity of year-round recreation. The American Fork Canyon-Alpine Loop Recreation area is a particular favorite, offering fishing, family camping, arduous cycling, snowmobiling, ATVing, and rock-climbing. The District is also home to a herd of Rocky Mountain Sheep and maintaining a healthy ecosystem for this species and many others is a priority.</p>",,,247168,0.0,0.0,,Pleasant Grove Ranger District,,,Facility,,"{'COORDINATES': None, 'TYPE': ''}",,2020-09-10,,8988,131,1035,False,,USA,UT,,20246132,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20314538', 'FacilityAddressType': 'Default', 'FacilityID': '270821', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>The Powell Ranger District encompasses nearly 400,000 acres of high plateau county, with distinctive vegetation and geological features. The Red Canyon area of the district offers many unique hiking experiences with spectacular views. The pink limestone Claon formations that characterize nearby Bryce Canyon National Park form the hoodoos and canyons here, giving it the nickname ""Little Bryce"". Most trailheads in the area are easily accessible from Utah Highway 12, a Scenic byway and All American Road.  </p><p>We invite you to come and recreate on the Powell Ranger District area! There is great <a href=""http://wildlife.utah.gov/dwr/licenses/"" rel=""nofollow"">hunting, fishing</a>, <a href=""http://www.atvsafety.gov/index.html"" rel=""nofollow"">OHV</a>, <a href=""http://www.boatus.org/onlinecourse/statelaws/Utah.html"" rel=""nofollow"">boating</a> and hiking opportunities. Come and visit and explore!</p><p><a href=""http://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5203438.jpg"" rel=""nofollow""><img alt=""Powell District"" src=""http://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5203438.jpg"" width=""500""/></a><em>Rugged Peaks of the Powell District</em></p>",,,270821,37.681,-112.297,,Powell Ranger District,,,Facility,,"{'COORDINATES': [-112.297, 37.681], 'TYPE': 'Point'}",,2020-09-10,,24932,131,1031,False,,USA,UT,,20314538,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '18107126', 'FacilityAddressType': 'Default', 'FacilityID': '257150', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': '84741'}]",,"""The Clay Flay Kiosk is located on the Yellowjacket road approximately two miles south of Highway 89, just north of Kanab, UT. It serves as a staging area for ATVs, UTVs, and horse trailers. It accesses Harris Mountain and Moncur Spring. You will also find several dispersed camping sites in this area. This area is also used for grazing. Please be cautious and respectful of the wildlife and range improvements.    ""","""For more information, detailed maps, and current conditions, contact the Grand Staircase-Escalante National Monument Visitor Center in Kanab, UT. This area requires a four-wheel-drive high-clearance vehicle, or an ATV/UTV due to deep sand and rocky surfaces.  """,utknmail@blm.gov,257150,37.16181999,-112.6675179,,Clay Flat Kiosk,435-644-1200,,Facility,N/A,"{'COORDINATES': [-112.6675179, 37.16181999], 'TYPE': 'Point'}",,2020-12-09,,,126,70901,False,,USA,UT,,18107126,,,,84741
