ActivityID,ActivityName,FacilityActivityDescription,FacilityID
9,CAMPING,,235070
10,INTERPRETIVE PROGRAMS,,235070
11,FISHING,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"" rel=""nofollow"">Utah  Division of Wildlife website</a> for more information on fishing in  Utah, along with where to purchase fishing licenses.</p>",235070
14,HIKING,,235070
15,HORSEBACK RIDING,,235070
16,HUNTING,"<p>Area open to hunting during Utah state hunting seasons. See <a href=""http://wildlife.utah.gov/hunting/"" rel=""nofollow"">Utah Division of Wildlife website</a> for more information on big game hunting.</p>",235070
18,OFF HIGHWAY VEHICLE,"<p>The Fishlake National Forest has completed a route designation process as shown on the <a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5069096&width=full"" rel=""nofollow"">official Motor Vehicle Use Map (MVUM)</a> dated August 2007.</p>
<p>The State of Utah has a reciprocity ATV/OHV licensing agreement with several other states. <a href=""http://stateparks.utah.gov/ohv/reciprocity"" rel=""nofollow"">This link shows a list of states that do not have a reciprocity agreement with Utah.</a> If your state is listed here you must purchase a ""Non-Resident Permit"".</p>
<p><a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5125180&width=full"" rel=""nofollow"">Help prevent soil erosion and resource damage.</a></p>",235070
20,PICNICKING,,235070
23,RECREATIONAL VEHICLES,,235070
26,WILDLIFE VIEWING,"<p>Look to see how many varities of wildlife you can see.  Remember, you are visiting their home so be polite and don't litter or disturb the wildlife.</p>",235070
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,235070
109,HORSE CAMPING,,235070
5,BIKING,Biking,233855
6,BOATING,Boating,233855
7,CLIMBING,Rock Climbing,233855
9,CAMPING,Camping,233855
11,FISHING,Fishing,233855
14,HIKING,Hiking,233855
15,HORSEBACK RIDING,Horseback Riding,233855
16,HUNTING,Hunting,233855
26,WILDLIFE VIEWING,Wildlife Viewing,233855
34,SWIMMING SITE,Swimming,233855
5,BIKING,Biking,231923
6,BOATING,Boating,231923
9,CAMPING,Camping,231923
11,FISHING,Fishing,231923
14,HIKING,Hiking,231923
4,AUTO TOURING,,257154
5,BIKING,,257154
9,CAMPING,,257154
11,FISHING,,257154
14,HIKING,,257154
15,HORSEBACK RIDING,,257154
16,HUNTING,,257154
22,WINTER SPORTS,,257154
23,RECREATIONAL VEHICLES,,257154
25,WATER SPORTS,,257154
26,WILDLIFE VIEWING,,257154
104,PHOTOGRAPHY,,257154
107,DIVING,,257154
5,BIKING,,257095
9,CAMPING,,257095
14,HIKING,,257095
23,RECREATIONAL VEHICLES,,257095
26,WILDLIFE VIEWING,,257095
104,PHOTOGRAPHY,,257095
5,BIKING,Biking,251535
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,251535
9,CAMPING,Camping,251535
10,INTERPRETIVE PROGRAMS,Interpretive Programs,251535
14,HIKING,Hiking,251535
28,WILDERNESS,Wilderness,251535
104,PHOTOGRAPHY,Photography,251535
100015,STAR GAZING,Star Gazing,251535
100026,EVENING PROGRAMS,Evening Programs,251535
100036,BACKPACKING,Backpacking,251535
9,CAMPING,,10048852
9,CAMPING,,257116
9,CAMPING,Camping,234308
14,HIKING,Hiking,234308
9,CAMPING,,256895
5,BIKING,Biking,234315
9,CAMPING,Camping,234315
11,FISHING,Fishing,234315
14,HIKING,Hiking,234315
15,HORSEBACK RIDING,Horseback Riding,234315
20,PICNICKING,Picnicking,234315
22,WINTER SPORTS,Winter Sports,234315
26,WILDLIFE VIEWING,Wildlife Viewing,234315
104,PHOTOGRAPHY,Photography,234315
100017,BIRDING,Birding,234315
5,BIKING,,247162
9,CAMPING,,247162
11,FISHING,,247162
14,HIKING,,247162
15,HORSEBACK RIDING,,247162
18,OFF HIGHWAY VEHICLE,,247162
23,RECREATIONAL VEHICLES,,247162
4,AUTO TOURING,,257035
9,CAMPING,,257035
14,HIKING,,257035
104,PHOTOGRAPHY,,257035
5,BIKING,Biking,233795
9,CAMPING,Camping,233795
11,FISHING,Fishing,233795
14,HIKING,Hiking,233795
15,HORSEBACK RIDING,Horseback Riding,233795
26,WILDLIFE VIEWING,Wildlife Viewing,233795
5,BIKING,Mountain Biking,251579
6,BOATING,Rafting,251579
7,CLIMBING,Rock Climbing,251579
9,CAMPING,Camping,251579
11,FISHING,Fishing,251579
14,HIKING,Hiking,251579
26,WILDLIFE VIEWING,Wildlife Viewing,251579
30,FIRE LOOKOUTS/CABINS OVERNIGHT,Lookout Tower,251579
5,BIKING,,257174
9,CAMPING,,257174
14,HIKING,,257174
15,HORSEBACK RIDING,,257174
23,RECREATIONAL VEHICLES,,257174
26,WILDLIFE VIEWING,,257174
104,PHOTOGRAPHY,,257174
9,CAMPING,,236577
20,PICNICKING,,236577
9,CAMPING,Camping,231910
11,FISHING,Fishing,231910
14,HIKING,Hiking,231910
26,WILDLIFE VIEWING,Wildlife Viewing,231910
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,251941
9,CAMPING,Camping,251941
20,PICNICKING,Picnicking,251941
104,PHOTOGRAPHY,Photography,251941
105,PADDLING,Paddling,251941
100019,WATER ACCESS,Water Access,251941
100034,WHITEWATER RAFTING,Whitewater Rafting,251941
9,CAMPING,,245210
14,HIKING,"<p>
	The Bull Flat Trail (#001) is five miles in length. The trailhead is located at Clear Creek Campground and goes to the top of the mountain with a branch trail going to Bull Lake. The trail is used by motorcycle's as well as horseback riders and hikers. The Bull Flat Trail is quite steep with a significant elevation gain, however, the scenery, including vistas of the Great Salt lake and Salt Flats to the south, Sawtooth mountain range to the north, and Nevada to the southwest, make the trek worth the effort. The Lake Fork Trail (#004) is 3 miles in length. The trailhead is located at Clear Creek Campground and goes up to Bull Lake. The trail is rocky and steep and heavy timber is found along most of the trail. This trail is popular with horseback riders, hikers and motorcycles.<br/>
	 </p>
",245210
18,OFF HIGHWAY VEHICLE,"<p>
	The Bull Flat Trail (#001) is five miles in length. The trailhead is located at Clear Creek Campground and goes to the top of the mountain with a branch trail going to Bull Lake. The trail is used by motorcycle's as well as horseback riders and hikers. The Bull Flat Trail is quite steep with a significant elevation gain, however, the scenery, including vistas of the Great Salt lake and Salt Flats to the south, Sawtooth mountain range to the north, and Nevada to the southwest, make the trek worth the effort. The Lake Fork Trail (#004) is 3 miles in length. The trailhead is located at Clear Creek Campground and goes up to Bull Lake. The trail is rocky and steep and heavy timber is found along most of the trail. This trail is popular with horseback riders, hikers and motorcycles.</p>",245210
20,PICNICKING,,245210
9,CAMPING,,256906
25,WATER SPORTS,,256906
4,AUTO TOURING,,271419
5,BIKING,,271419
9,CAMPING,,271419
10,INTERPRETIVE PROGRAMS,,271419
11,FISHING,,271419
14,HIKING,,271419
15,HORSEBACK RIDING,,271419
18,OFF HIGHWAY VEHICLE,,271419
20,PICNICKING,,271419
23,RECREATIONAL VEHICLES,,271419
5,BIKING,,257056
9,CAMPING,,257056
14,HIKING,,257056
26,WILDLIFE VIEWING,,257056
104,PHOTOGRAPHY,,257056
5,BIKING,Mountain Biking,231906
6,BOATING,Boating,231906
9,CAMPING,Camping,231906
11,FISHING,Fishing,231906
14,HIKING,Hiking,231906
34,SWIMMING SITE,Swimming,231906
4,AUTO TOURING,,257048
9,CAMPING,,257048
14,HIKING,,257048
15,HORSEBACK RIDING,,257048
104,PHOTOGRAPHY,,257048
9,CAMPING,Camping,233150
14,HIKING,Hiking,233150
4,AUTO TOURING,,256993
9,CAMPING,,256993
14,HIKING,,256993
15,HORSEBACK RIDING,,256993
104,PHOTOGRAPHY,,256993
5,BIKING,Biking,231903
6,BOATING,Boating,231903
8,HISTORIC & CULTURAL SITE,Historic Sites,231903
9,CAMPING,Camping,231903
11,FISHING,Fishing,231903
14,HIKING,Hiking,231903
25,WATER SPORTS,Water Skiing,231903
26,WILDLIFE VIEWING,Wildlife Viewing,231903
34,SWIMMING SITE,Swimming,231903
5,BIKING,Biking,232409
6,BOATING,Canoeing,232409
9,CAMPING,Camping,232409
11,FISHING,Fishing,232409
14,HIKING,Hiking,232409
5,BIKING,Mountain Biking,231924
9,CAMPING,Camping,231924
14,HIKING,Hiking,231924
26,WILDLIFE VIEWING,Wildlife Viewing,231924
5,BIKING,,257000
9,CAMPING,,257000
14,HIKING,,257000
15,HORSEBACK RIDING,,257000
23,RECREATIONAL VEHICLES,,257000
26,WILDLIFE VIEWING,,257000
104,PHOTOGRAPHY,,257000
9,CAMPING,,257133
5,BIKING,Biking,234058
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,234058
9,CAMPING,Camping,234058
10,INTERPRETIVE PROGRAMS,Interpretive Programs,234058
15,HORSEBACK RIDING,Horseback Riding,234058
24,VISITOR CENTER,Visitor Center,234058
26,WILDLIFE VIEWING,Wildlife Viewing,234058
32,DAY USE AREA,Day Use Area,234058
38,OTHER RECREATION CONCESSION SITE,Other Recreation Concession Site,234058
5,BIKING,Mountain Biking,232253
6,BOATING,Canoeing,232253
9,CAMPING,Camping,232253
11,FISHING,Fishing,232253
25,WATER SPORTS,Water Skiing,232253
34,SWIMMING SITE,Swimming,232253
5,BIKING,Biking,234265
9,CAMPING,Camping,234265
14,HIKING,Hiking,234265
24,VISITOR CENTER,Ranger Station,234265
5,BIKING,Biking,234122
6,BOATING,Boating,234122
9,CAMPING,Camping,234122
10,INTERPRETIVE PROGRAMS,Educational Programs,234122
11,FISHING,Fishing,234122
14,HIKING,Hiking,234122
26,WILDLIFE VIEWING,Wildlife Viewing,234122
34,SWIMMING SITE,Swimming,234122
5,BIKING,Biking,273822
6,BOATING,Boating,273822
9,CAMPING,Camping,273822
11,FISHING,Fishing,273822
26,WILDLIFE VIEWING,Wildlife Viewing,273822
34,SWIMMING SITE,Swimming Site,273822
104,PHOTOGRAPHY,Photography,273822
100007,KAYAKING,Kayaking,273822
100008,CANOEING,Canoeing,273822
100019,WATER ACCESS,Water Access,273822
9,CAMPING,,245319
11,FISHING,,245319
14,HIKING,,245319
20,PICNICKING,,245319
26,WILDLIFE VIEWING,,245319
106,SWIMMING,,245319
6,BOATING,Boating,231897
9,CAMPING,Camping,231897
11,FISHING,Fishing,231897
25,WATER SPORTS,Water Skiing,231897
34,SWIMMING SITE,Swimming,231897
4,AUTO TOURING,"<p>
	<strong>National Scenic Byway 12   <em>""A Journey Through Time""  </em>All-American Road:</strong>  Explore some of the most diverse, remote and ruggedly beautiful landscapes in the country.  Travel through the remains of ancient sea beds and across Boulder Mountain, one of the largest high-elevation plateaus in the United States.  Because of the high terrain and winding road, the speed limit across Boulder Mountain is 50 mph in the lower elevations and 40 mph in higher elevations.  Be sure to plan enough time to view all of the sites at pullouts provided along the way.  Most of all - slow down - enjoy the scenery - and have a safe journey!</p>
",10074570
9,CAMPING,Campground camping,10074570
11,FISHING,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"" rel=""nofollow"">Utah Division of Wildlife website</a> for more information on fishing in Utah, along with where to purchase fishing licenses.</p>",10074570
14,HIKING,,10074570
23,RECREATIONAL VEHICLES,Camping,10074570
9,CAMPING,,247367
23,RECREATIONAL VEHICLES,,247367
5,BIKING,,257094
9,CAMPING,,257094
14,HIKING,,257094
15,HORSEBACK RIDING,,257094
23,RECREATIONAL VEHICLES,,257094
26,WILDLIFE VIEWING,,257094
104,PHOTOGRAPHY,,257094
5,BIKING,,243874
9,CAMPING,,243874
14,HIKING,,243874
15,HORSEBACK RIDING,,243874
20,PICNICKING,,243874
4,AUTO TOURING,,257176
5,BIKING,,257229
9,CAMPING,,257229
14,HIKING,,257229
26,WILDLIFE VIEWING,,257229
104,PHOTOGRAPHY,,257229
9,CAMPING,,257220
14,HIKING,,257220
26,WILDLIFE VIEWING,,257220
104,PHOTOGRAPHY,,257220
9,CAMPING,,235073
11,FISHING,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"" rel=""nofollow"">Utah Division of Wildlife website</a> for more information on fishing in Utah, along with where to purchase fishing licenses.</p>",235073
14,HIKING,,235073
15,HORSEBACK RIDING,,235073
18,OFF HIGHWAY VEHICLE,"<p>The Fishlake National Forest has completed a route designation process as shown on the <a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5069096&width=full"" rel=""nofollow"">official Motor Vehicle Use Map (MVUM)</a> dated August 2007.</p>
<p>The State of Utah has a reciprocity ATV/OHV licensing agreement with several other states. <a href=""http://stateparks.utah.gov/ohv/reciprocity"" rel=""nofollow"">This link shows a list of states that do not have a reciprocity agreement with Utah.</a> If your state is listed here you must purchase a ""Non-Resident Permit"".</p>
<p><a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5125180&width=full"" rel=""nofollow"">Help prevent soil erosion and resource damage.</a></p>",235073
20,PICNICKING,,235073
26,WILDLIFE VIEWING,"<p><br/>
Look to see how many varities of wildlife you can see.  Remember, you are visiting their home so be polite and don't litter or disturb the wildlife.</p>",235073
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,235073
9,CAMPING,,245189
14,HIKING,The Rim View Trail (#   ) is 9.5 miles in length and runs from Buckskin Ridge to the confluence of Third and Fourth Forks of Rock Creek.  The trail is generally 2.5 to 3 feet wide with a native material surface and it is designed for foot and horse traffic .  The Cave Canyon Trail (#   ) is 8 miles long and runs from the junction of Big Cedar and Cave Canyon to Sawmill Canyon near Bostetter Campground.,245189
20,PICNICKING,,245189
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,252280
9,CAMPING,Camping,252280
18,OFF HIGHWAY VEHICLE,Off Highway Vehicle,252280
104,PHOTOGRAPHY,Photography,252280
100002,MOUNTAIN BIKING,Mountain Biking,252280
100029,SCENIC DRIVE,Scenic Drive,252280
100041,ROCK CLIMBING,Rock Climbing,252280
6,BOATING,Canoeing,231916
9,CAMPING,Camping,231916
11,FISHING,Fishing,231916
14,HIKING,Hiking,231916
4,AUTO TOURING,,256946
9,CAMPING,,256946
14,HIKING,,256946
15,HORSEBACK RIDING,,256946
16,HUNTING,,256946
103,ENVIRONMENTAL EDUCATION,,256946
104,PHOTOGRAPHY,,256946
5,BIKING,,257092
9,CAMPING,,257092
14,HIKING,,257092
23,RECREATIONAL VEHICLES,,257092
26,WILDLIFE VIEWING,,257092
104,PHOTOGRAPHY,,257092
9,CAMPING,,248861
14,HIKING,,248861
9,CAMPING,,245138
20,PICNICKING,,245138
5,BIKING,Biking,234294
9,CAMPING,Camping,234294
14,HIKING,Hiking,234294
16,HUNTING,Hunting,234294
22,WINTER SPORTS,Winter Sports,234294
26,WILDLIFE VIEWING,Wildlife Viewing,234294
104,PHOTOGRAPHY,Photography,234294
100002,MOUNTAIN BIKING,Mountain Biking,234294
100015,STAR GAZING,Star Gazing,234294
100017,BIRDING,Birding,234294
100029,SCENIC DRIVE,Scenic Drive,234294
100046,SNOWSHOEING,Snowshoeing,234294
100053,SLEDDING,Sledding,234294
5,BIKING,,257226
9,CAMPING,,257226
14,HIKING,,257226
26,WILDLIFE VIEWING,,257226
104,PHOTOGRAPHY,,257226
6,BOATING,Canoeing,233823
9,CAMPING,Camping,233823
11,FISHING,Fishing,233823
14,HIKING,Hiking,233823
26,WILDLIFE VIEWING,Wildlife Viewing,233823
5,BIKING,Biking,231901
9,CAMPING,Camping,231901
11,FISHING,Fishing,231901
14,HIKING,Hiking,231901
9,CAMPING,,256995
14,HIKING,,256995
26,WILDLIFE VIEWING,,256995
104,PHOTOGRAPHY,,256995
9,CAMPING,Camping,250039
11,FISHING,Fishing,250039
14,HIKING,Hiking,250039
6,BOATING,Boating,231908
9,CAMPING,Camping,231908
11,FISHING,Fishing,231908
32,DAY USE AREA,Amphitheater,231908
34,SWIMMING SITE,Swimming,231908
6,BOATING,,239049
9,CAMPING,,239049
11,FISHING,"<p>
	There is a primitive boat ramp that will allow access to the Palisades Reservoir.  Fish for Trout, Kokanee and Mackinaw.</p>
",239049
16,HUNTING,"<p>
	McCoy Creek Campground sits on Big Game Unit 66 and borders unit 66A and 67. The campground is utilized in the fall for hunting purposes.</p>
",239049
9,CAMPING,Camping,255118
18,OFF HIGHWAY VEHICLE,Off Highway Vehicle,255118
23,RECREATIONAL VEHICLES,Recreational Vehicles,255118
100003,OFF ROAD VEHICLE TRAILS,Off Road Vehicle Trails,255118
100015,STAR GAZING,Star Gazing,255118
100032,RAFTING,Rafting,255118
100034,WHITEWATER RAFTING,Whitewater Rafting,255118
6,BOATING,Canoeing,232411
9,CAMPING,Camping,232411
11,FISHING,Fishing,232411
14,HIKING,Hiking,232411
9,CAMPING,Camping,259557
11,FISHING,Fishing,259557
14,HIKING,Hiking,259557
4,AUTO TOURING,,256945
9,CAMPING,,256945
14,HIKING,,256945
15,HORSEBACK RIDING,,256945
5,BIKING,Mountain Biking,232414
6,BOATING,Boating,232414
9,CAMPING,Camping,232414
11,FISHING,Fishing,232414
14,HIKING,Hiking,232414
4,AUTO TOURING,,256939
5,BIKING,,256939
9,CAMPING,,256939
14,HIKING,,256939
15,HORSEBACK RIDING,,256939
104,PHOTOGRAPHY,,256939
5,BIKING,Biking,234317
6,BOATING,Boating,234317
9,CAMPING,Camping,234317
11,FISHING,Fishing,234317
14,HIKING,Hiking,234317
15,HORSEBACK RIDING,Horseback Riding,234317
20,PICNICKING,Picnicking,234317
26,WILDLIFE VIEWING,Wildlife Viewing,234317
104,PHOTOGRAPHY,Photography,234317
100015,STAR GAZING,Star Gazing,234317
100017,BIRDING,Birding,234317
100029,SCENIC DRIVE,Scenic Drive,234317
5,BIKING,Biking,231914
6,BOATING,Boating,231914
9,CAMPING,Camping,231914
11,FISHING,Fishing,231914
14,HIKING,Hiking,231914
16,HUNTING,Hunting,231914
100008,CANOEING,Canoeing,231914
100029,SCENIC DRIVE,Scenic Drive,231914
100063,OFF HIGHWAY VEHICLE TRAILS,Off Highway Vehicle Trails,231914
5,BIKING,,243880
9,CAMPING,,243880
14,HIKING,,243880
15,HORSEBACK RIDING,,243880
18,OFF HIGHWAY VEHICLE,,243880
109,HORSE CAMPING,,243880
9,CAMPING,,257225
14,HIKING,,257225
26,WILDLIFE VIEWING,,257225
104,PHOTOGRAPHY,,257225
6,BOATING,Boating,231905
9,CAMPING,Camping,231905
11,FISHING,Fishing,231905
34,SWIMMING SITE,Swimming,231905
9,CAMPING,,257157
16,HUNTING,,257157
4,AUTO TOURING,,256959
5,BIKING,,256959
14,HIKING,,256959
15,HORSEBACK RIDING,,256959
103,ENVIRONMENTAL EDUCATION,,256959
104,PHOTOGRAPHY,,256959
5,BIKING,Biking,253457
6,BOATING,Boating,253457
9,CAMPING,Camping,253457
14,HIKING,Hiking,253457
104,PHOTOGRAPHY,Photography,253457
105,PADDLING,Paddling,253457
100006,WATER ACTIVITIES,Water Activities,253457
100007,KAYAKING,Kayaking,253457
100008,CANOEING,Canoeing,253457
100015,STAR GAZING,Star Gazing,253457
100018,NON-MOTORIZED BOATING,Non-Motorized Boating,253457
100019,WATER ACCESS,Water Access,253457
100029,SCENIC DRIVE,Scenic Drive,253457
100032,RAFTING,Rafting,253457
100033,RIVER TRIPS,River Trips,253457
100034,WHITEWATER RAFTING,Whitewater Rafting,253457
9,CAMPING,,256997
14,HIKING,,256997
9,CAMPING,,257100
14,HIKING,,257100
23,RECREATIONAL VEHICLES,,257100
26,WILDLIFE VIEWING,,257100
104,PHOTOGRAPHY,,257100
4,AUTO TOURING,,256909
6,BOATING,,256909
9,CAMPING,,256909
14,HIKING,,256909
28,WILDERNESS,,256909
5,BIKING,Biking,234713
9,CAMPING,Camping,234713
14,HIKING,Hiking,234713
22,WINTER SPORTS,Winter Sports,234713
26,WILDLIFE VIEWING,Wildlife Viewing,234713
100017,BIRDING,Birding,234713
100020,CROSS COUNTRY SKIING,Cross Country Skiing,234713
100043,AMPHITHEATER,Amphitheater,234713
100046,SNOWSHOEING,Snowshoeing,234713
5,BIKING,Biking,233793
9,CAMPING,Camping,233793
14,HIKING,Hiking,233793
16,HUNTING,Hunting,233793
26,WILDLIFE VIEWING,Wildlife Viewing,233793
4,AUTO TOURING,,236556
5,BIKING,,236556
6,BOATING,,236556
9,CAMPING,,236556
11,FISHING,,236556
14,HIKING,,236556
15,HORSEBACK RIDING,,236556
18,OFF HIGHWAY VEHICLE,,236556
20,PICNICKING,,236556
24,VISITOR CENTER,,236556
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,236556
106,SWIMMING,,236556
109,HORSE CAMPING,,236556
4,AUTO TOURING,,257036
9,CAMPING,,257036
16,HUNTING,,257036
104,PHOTOGRAPHY,,257036
9,CAMPING,,247125
9,CAMPING,,236563
6,BOATING,,202130
7,CLIMBING,,202130
9,CAMPING,,202130
14,HIKING,,202130
9,CAMPING,hiking,239002
20,PICNICKING,,239002
23,RECREATIONAL VEHICLES,"<p>
	<a href=""https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5300073.pdf"" rel=""nofollow"">""Click Here for the Campground Site Map""</a></p>
",239002
7,CLIMBING,Climbing,272245
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,272245
9,CAMPING,Camping,272245
10,INTERPRETIVE PROGRAMS,Interpretive Programs,272245
14,HIKING,Hiking,272245
26,WILDLIFE VIEWING,Wildlife Viewing,272245
4,AUTO TOURING,Auto Touring,231915
9,CAMPING,Camping,231915
11,FISHING,Fishing,231915
14,HIKING,Hiking,231915
16,HUNTING,Hunting,231915
26,WILDLIFE VIEWING,Wildlife Viewing,231915
32,DAY USE AREA,Day Use Area,231915
104,PHOTOGRAPHY,Photography,231915
100002,MOUNTAIN BIKING,Mountain Biking,231915
100003,OFF ROAD VEHICLE TRAILS,Off Road Vehicle Trails,231915
100008,CANOEING,Canoeing,231915
100019,WATER ACCESS,Water Access,231915
9,CAMPING,,246945
23,RECREATIONAL VEHICLES,,246945
5,BIKING,,239106
9,CAMPING,,239106
14,HIKING,,239106
15,HORSEBACK RIDING,,239106
16,HUNTING,,239106
18,OFF HIGHWAY VEHICLE,,239106
20,PICNICKING,,239106
26,WILDLIFE VIEWING,,239106
4,AUTO TOURING,,245194
9,CAMPING,,245194
14,HIKING,,245194
20,PICNICKING,,245194
23,RECREATIONAL VEHICLES,,245194
5,BIKING,,257096
9,CAMPING,,257096
14,HIKING,,257096
15,HORSEBACK RIDING,,257096
23,RECREATIONAL VEHICLES,,257096
26,WILDLIFE VIEWING,,257096
104,PHOTOGRAPHY,,257096
9,CAMPING,Camping,233385
6,BOATING,,202146
9,CAMPING,,202146
11,FISHING,,202146
20,PICNICKING,,202146
9,CAMPING,,202151
11,FISHING,,202151
4,AUTO TOURING,,257030
5,BIKING,,257030
9,CAMPING,,257030
14,HIKING,,257030
15,HORSEBACK RIDING,,257030
104,PHOTOGRAPHY,,257030
9,CAMPING,,202161
14,HIKING,,202161
20,PICNICKING,,202161
4,AUTO TOURING,,256937
9,CAMPING,,256937
14,HIKING,,256937
15,HORSEBACK RIDING,,256937
104,PHOTOGRAPHY,,256937
5,BIKING,Mountain Biking,232408
6,BOATING,Canoeing,232408
9,CAMPING,Camping,232408
11,FISHING,Fishing,232408
14,HIKING,Hiking,232408
26,WILDLIFE VIEWING,Wildlife Viewing,232408
4,AUTO TOURING,,257188
5,BIKING,,257188
9,CAMPING,,257188
14,HIKING,,257188
16,HUNTING,,257188
26,WILDLIFE VIEWING,,257188
103,ENVIRONMENTAL EDUCATION,,257188
104,PHOTOGRAPHY,,257188
9,CAMPING,Camping,232026
14,HIKING,Hiking,232026
100002,MOUNTAIN BIKING,Mountain Biking,232026
100029,SCENIC DRIVE,Scenic Drive,232026
5,BIKING,Mountain Biking,233152
6,BOATING,Canoeing,233152
9,CAMPING,Camping,233152
11,FISHING,Fishing,233152
25,WATER SPORTS,Water Skiing,233152
34,SWIMMING SITE,Swimming,233152
9,CAMPING,"<br/>
",245159
14,HIKING,,245159
20,PICNICKING,,245159
5,BIKING,Biking,233824
6,BOATING,Canoeing,233824
9,CAMPING,Camping,233824
11,FISHING,Fishing,233824
14,HIKING,Hiking,233824
26,WILDLIFE VIEWING,Wildlife Viewing,233824
9,CAMPING,Camping,234079
10,INTERPRETIVE PROGRAMS,Educational Programs,234079
14,HIKING,Hiking,234079
15,HORSEBACK RIDING,Horseback Riding,234079
22,WINTER SPORTS,Cross Country Skiing,234079
24,VISITOR CENTER,Ranger Station,234079
26,WILDLIFE VIEWING,Wildlife Viewing,234079
38,OTHER RECREATION CONCESSION SITE,Concessions,234079
9,CAMPING,,247369
23,RECREATIONAL VEHICLES,,247369
9,CAMPING,,245230
10,INTERPRETIVE PROGRAMS,,245230
14,HIKING,"The Harriman trail begins eight miles north of Ketchum at the Sawtooth NRA Headquarters, and gains a gentle 1200 ft. in elevation as it winds its way north and west to Galena Lodge.  It follows the course of the Big Wood river, alternating through spacious meadows, aspen stands and lodgepole forests, always with the majestic Boulder Mountain Range as a scenic backdrop.  Activities include hiking, mountain biiking, fishing and observing birds and wildlife, and horseback riding from Baker Creek north.  In winter, the trail is groomed for Nordic skiing, serving as a vital link in the North Valley Trails system.  Other North Valley Trails include Grinder Loop, Psycho, Rip and Tear, Cherry Creek Loop, Titus lake, Old Toll Road, and Gladiator Pass Trails.  ",245230
20,PICNICKING,,245230
24,VISITOR CENTER,,245230
26,WILDLIFE VIEWING,,245230
5,BIKING,Biking,234293
9,CAMPING,Camping,234293
14,HIKING,Hiking,234293
16,HUNTING,Hunting,234293
20,PICNICKING,Picnicking,234293
22,WINTER SPORTS,Winter Sports,234293
26,WILDLIFE VIEWING,Wildlife Viewing,234293
104,PHOTOGRAPHY,Photography,234293
100002,MOUNTAIN BIKING,Mountain Biking,234293
100015,STAR GAZING,Star Gazing,234293
100020,CROSS COUNTRY SKIING,Cross Country Skiing,234293
100029,SCENIC DRIVE,Scenic Drive,234293
100046,SNOWSHOEING,Snowshoeing,234293
100053,SLEDDING,Sledding,234293
9,CAMPING,,257159
15,HORSEBACK RIDING,,257159
16,HUNTING,,257159
9,CAMPING,,245164
14,HIKING,"<p>The Lime Creek Trail System can be accessed at the Hunter Creek Transfer Station. This trail is open to two-wheeled motorized travel. It is very popular with big game hunters using pack and saddle stock. There are no mountain lakes in this area, although Heart Lake is on the border, north of Iron Mountain. Wildlife commonly observed include: bald and golden eagles, numerous hawks, grouse, coyote, deer, elk, and bear. Sightings of mountain lions have been reported. Expect domestic sheep and cattle use. Cattle are permitted in the Middle Fork and South Fork of Lime Creek and Bremner areas. The North Fork Lime Creek Trail (#044) is 12 miles in length and receives heavy use. Road No. 55 provides access to the trailhead near Hunter Creek Transfer Camp. Fisheries include South Fork Lime Creek, Middle Fork Lime Creek, and North Fork Lime Creek. The trail is located near and along side streams until it tips out near Grouse Butte. From there the trail meanders down the ridge to the junction with Virginia Gulc",245164
15,HORSEBACK RIDING,,245164
16,HUNTING,,245164
18,OFF HIGHWAY VEHICLE,"<p>The North Fork Lime Creek Trail (#044) is 12 miles in length and receives heavy use. Road No. 55 provides access to the trailhead near Hunter Creek Transfer Camp. Fisheries include South Fork Lime Creek, Middle Fork Lime Creek, and North Fork Lime Creek. The trail is located near and along side streams until it tips out near Grouse Butte. From there the trail meanders down the ridge to the junction with Virginia Gulch (#037) and trail's end.</p>",245164
20,PICNICKING,,245164
109,HORSE CAMPING,,245164
9,CAMPING,,257145
25,WATER SPORTS,,257145
9,CAMPING,,257221
14,HIKING,,257221
26,WILDLIFE VIEWING,,257221
104,PHOTOGRAPHY,,257221
9,CAMPING,,245165
14,HIKING,,245165
15,HORSEBACK RIDING,,245165
16,HUNTING,,245165
20,PICNICKING,,245165
109,HORSE CAMPING,,245165
4,AUTO TOURING,,257027
9,CAMPING,,257027
14,HIKING,,257027
104,PHOTOGRAPHY,,257027
5,BIKING,Biking,231900
6,BOATING,Canoeing,231900
9,CAMPING,Camping,231900
11,FISHING,Fishing,231900
