"FacilityName","FacilityPhone","GEOJSON","Reservable","FacilityStreetAddress1","FacilityStreetAddress2","City","AddressStateCode","PostalCode","CampsiteAccessible","CampsiteName","CampsiteReservable","Loop","TypeOfUse"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"T-09",True,"TENT ONLY","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"036",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H21",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H01",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"007",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"051",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"018",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H18",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H02",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H04",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"016",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H24",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"028",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H16",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",True,"042",False,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"050",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"064",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"075",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"027",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"004",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H12",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H23",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"013",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"077",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"011",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"024",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"T-02",True,"TENT ONLY","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"038",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"039",False,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H07",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H25",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"014",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"010",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"056",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"067",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"072",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"033",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"044",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"T-05",True,"TENT ONLY","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"T-10",True,"TENT ONLY","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"C-2",False,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H08",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"019",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"006",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"058",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",True,"076",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"025",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"022",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"030",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"041",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"054",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"C-3",False,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"A-2",False,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H22",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"070",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"074",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"034",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H17",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"B-3",False,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"059",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"069",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"073",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"008",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"017",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H06",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H09",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"037",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"053",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"035",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"T-08",True,"TENT ONLY","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"048",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"066",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"021",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"C-1",False,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H13",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"GRPA",True,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"061",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"032",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H03",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H15",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"046",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"068",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"029",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"040",False,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"A-3",False,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H20",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"T-07",True,"TENT ONLY","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"003",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"015",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",True,"078",False,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"005",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H14",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H05",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H10",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"T-11",True,"TENT ONLY","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"049",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",True,"057",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"026",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"GRPC",True,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"B-2",False,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H19",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"T-01",True,"TENT ONLY","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"052",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"065",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"H11",False,"Hiker-Cycler","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"B-1",False,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"A-1",False,"Group Area","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"012",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"045",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",True,"060",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"047",True,"NORTH RIM CAMPGROUND","Overnight"
"North Rim Campground (AZ)","928-638-7814","{'COORDINATES': [-112.0605556, 36.2102778], 'TYPE': 'Point'}",True,"NPS. GENERAL DELIVERY",NULL,"North Rim","AZ","86052",False,"062",True,"NORTH RIM CAMPGROUND","Overnight"
"PINEGROVE",NULL,"{'COORDINATES': [-111.4633333, 35.03], 'TYPE': 'Point'}",True,"COCONINO",NULL,NULL,"AZ",NULL,True,"XXX",False,"MANAGEMENT SITES","Overnight"
